"Series";"Time";"Value"
"tpsrv113.cern.ch";"2019-08-18T19:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-18T19:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-18T20:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-18T20:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-18T21:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-18T21:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-18T22:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-18T22:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-18T23:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-18T23:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T00:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T00:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T01:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T01:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T02:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T02:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T03:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T03:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T04:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T04:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T05:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T05:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T06:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T06:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T07:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T07:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T08:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T08:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T09:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T09:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T10:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T10:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T11:00:00+02:00";102217061.44888888
"tpsrv113.cern.ch";"2019-08-19T11:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T12:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T12:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T13:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T13:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T14:00:00+02:00";54518933.04
"tpsrv113.cern.ch";"2019-08-19T14:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T15:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T15:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T16:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T16:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T17:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T17:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T18:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T18:30:00+02:00";20072968.43
"tpsrv113.cern.ch";"2019-08-19T19:00:00+02:00";180939839.8888889
"tpsrv113.cern.ch";"2019-08-19T19:30:00+02:00";180926729.9288889
"tpsrv113.cern.ch";"2019-08-19T20:00:00+02:00";190128564.91333333
"tpsrv113.cern.ch";"2019-08-19T20:30:00+02:00";171499887.42222223
"tpsrv113.cern.ch";"2019-08-19T21:00:00+02:00";164810448.57333332
"tpsrv113.cern.ch";"2019-08-19T21:30:00+02:00";145249686.21666667
"tpsrv113.cern.ch";"2019-08-19T22:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T22:30:00+02:00";2984701.6933333334
"tpsrv113.cern.ch";"2019-08-19T23:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-19T23:30:00+02:00";0
"tpsrv113.cern.ch";"2019-08-20T00:00:00+02:00";4722891.2422222225
"tpsrv113.cern.ch";"2019-08-20T00:30:00+02:00";0
"tpsrv113.cern.ch";"2019-08-20T01:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T01:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T02:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T02:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T03:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T03:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T04:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T04:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T05:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T05:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T06:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T06:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T07:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T07:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T08:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T08:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T09:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T09:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T10:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T10:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T11:00:00+02:00";0
"tpsrv113.cern.ch";"2019-08-20T11:30:00+02:00";0
"tpsrv113.cern.ch";"2019-08-20T12:00:00+02:00";0
"tpsrv113.cern.ch";"2019-08-20T12:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T13:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T13:30:00+02:00";0
"tpsrv113.cern.ch";"2019-08-20T14:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T14:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T15:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T15:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T16:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T16:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T17:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T17:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T18:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T18:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T19:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T19:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T20:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T20:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T21:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-20T21:30:00+02:00";0
"tpsrv113.cern.ch";"2019-08-20T22:00:00+02:00";0
"tpsrv113.cern.ch";"2019-08-20T22:30:00+02:00";0
"tpsrv113.cern.ch";"2019-08-20T23:00:00+02:00";0
"tpsrv113.cern.ch";"2019-08-20T23:30:00+02:00";0
"tpsrv113.cern.ch";"2019-08-21T00:00:00+02:00";0
"tpsrv113.cern.ch";"2019-08-21T00:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T01:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T01:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T02:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T02:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T03:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T03:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T04:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T04:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T05:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T05:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T06:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T06:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T07:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T07:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T08:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T08:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T09:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T09:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T10:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T10:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T11:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T11:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T12:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T12:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T13:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T13:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T14:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T14:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T15:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T15:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T16:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T16:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T17:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T17:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T18:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T18:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T19:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T19:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T20:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T20:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T21:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T21:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T22:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T22:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T23:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-21T23:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T00:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T00:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T01:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T01:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T02:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T02:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T03:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T03:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T04:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T04:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T05:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T05:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T06:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T06:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T07:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T07:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T08:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T08:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T09:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T09:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T10:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T10:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T11:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T11:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T12:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T12:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T13:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T13:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T14:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T14:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T15:00:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T15:30:00+02:00";null
"tpsrv113.cern.ch";"2019-08-22T16:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-08T16:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-08T16:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-08T17:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-08T17:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-08T18:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-08T18:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-08T19:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-08T19:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-08T20:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-08T20:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-08T21:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-08T21:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-08T22:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-08T22:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-08T23:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-08T23:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T00:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T00:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T01:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T01:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T02:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T02:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T03:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T03:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T04:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T04:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T05:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T05:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T06:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T06:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T07:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T07:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T08:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T08:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T09:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T09:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T10:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T10:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T11:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T11:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T12:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T12:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T13:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T13:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T14:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T14:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T15:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T15:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T16:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T16:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T17:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T17:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T18:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T18:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T19:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T19:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T20:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T20:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T21:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T21:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T22:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T22:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T23:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-09T23:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T00:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T00:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T01:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T01:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T02:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T02:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T03:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T03:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T04:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T04:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T05:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T05:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T06:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T06:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T07:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T07:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T08:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T08:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T09:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T09:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T10:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T10:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T11:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T11:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T12:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T12:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T13:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T13:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T14:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T14:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T15:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T15:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T16:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T16:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T17:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T17:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T18:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T18:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T19:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T19:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T20:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T20:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T21:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T21:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T22:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T22:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T23:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-10T23:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T00:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T00:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T01:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T01:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T02:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T02:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T03:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T03:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T04:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T04:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T05:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T05:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T06:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T06:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T07:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T07:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T08:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T08:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T09:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T09:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T10:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T10:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T11:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T11:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T12:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T12:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T13:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T13:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T14:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T14:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T15:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T15:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T16:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T16:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T17:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T17:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T18:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T18:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T19:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T19:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T20:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T20:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T21:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T21:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T22:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T22:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T23:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-11T23:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T00:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T00:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T01:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T01:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T02:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T02:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T03:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T03:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T04:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T04:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T05:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T05:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T06:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T06:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T07:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T07:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T08:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T08:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T09:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T09:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T10:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T10:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T11:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T11:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T12:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T12:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T13:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T13:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T14:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T14:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T15:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T15:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T16:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T16:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T17:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T17:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T18:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T18:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T19:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T19:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T20:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T20:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T21:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T21:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T22:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T22:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T23:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-12T23:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-13T00:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-13T00:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-13T01:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-13T01:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-13T02:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-13T02:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-13T03:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-13T03:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-13T04:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-13T04:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-13T05:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-13T05:30:00+02:00";null
"tpsrv114.cern.ch";"2019-08-13T06:00:00+02:00";null
"tpsrv114.cern.ch";"2019-08-13T06:30:00+02:00";null
