2019,08,12,21,30,00,0,5012125.756666667,6231987.793333333,1456378.1633333333,0,,0,,0,26587347.225555554,0,,0,1456815.0866666667,0,,0,,11152361.142222222,12527618.667777779,0,
2019,08,12,22,00,00,0,55936571.33888889,5400978.4211111115,58025432.32,0,,0,,0,60466490.027777776,0,,0,29318493.05111111,0,,0,,50313495.27555556,62855825.28,0,
2019,08,12,22,30,00,0,16392409.462222222,148380315.23666668,260380022.9422222,0,,0,,0,45852027.733333334,0,,0,13326733.56,0,,0,,66859989.64111111,37043123.9,0,
2019,08,12,23,00,00,0,15988701.653333334,259099861.47111112,266007026.4911111,0,,0,,0,56048275.03666667,0,,0,23062330.33777778,0,,0,,62334003.24222222,71475979.32333334,0,
2019,08,12,23,30,00,0,126413.98666666666,227136005.21555555,284255005.5511111,0,,0,,0,35583105.13888889,0,,0,,0,,0,,106664115.26777777,137689771.85222223,0,
2019,08,13,00,00,00,0,104968407.86333333,140101392.35777777,261483517.11333334,0,,0,,0,7401023.19,0,,0,9391745.58888889,0,,0,,267108334.24666667,249980016.00444445,0,
2019,08,13,00,30,00,230687.33444444445,202088479.91555557,231200314.69777778,240731586.17555556,0,,0,,0,104962187.69666667,0,,0,,0,,0,,186414795.00666666,93479083.87222221,0,1738770.4944444445
2019,08,13,01,00,00,34462840.43666667,78875690.23777778,278070204.1933333,275812674.9911111,0,,0,,0,28660939.25222222,0,,0,607018.6533333333,0,,0,,99108860.15555556,114021733.98333333,0,48014018.75777778
2019,08,13,01,30,00,221296658.01666668,214356112.0711111,301257486.9222222,191111619.31333333,0,,0,,0,43578620.72111111,0,,0,1456378.1733333333,0,,0,120265958.60333334,265465103.7688889,57546597.895555556,0,
2019,08,13,02,00,00,278562896.08444446,201879759.24444443,293144590.29555553,227934825.23555556,0,,0,,0,227819330.77,0,,0,,0,,0,230584707.5088889,258565222.34444445,159201641.21333334,0,
2019,08,13,02,30,00,265190581.25111112,278366722.8511111,240078399.32,267523408.1711111,0,,0,,0,239147914.7222222,0,,0,83887.75555555556,0,,0,94847207.07555556,180045470.45222223,106290847.40111111,0,
2019,08,13,03,00,00,252532615.4511111,268341596.94,280133455.58666664,175404580.75444445,0,,0,,0,237282294.22,0,,0,6697737.143333334,0,,0,195378222.11777776,186064098.91222224,246575744.42777777,0,
2019,08,13,03,30,00,261761097.74,257073017.3888889,148532657.57555556,117038913.38777778,0,,0,,0,133748523.78333333,0,,0,14424260.026666667,0,,0,242205294.70666668,285618170.74222225,243460989.03111112,0,
2019,08,13,04,00,00,92290396.64888889,249056239.42,55362612.29111111,115813943.01111111,0,,0,,0,109049806.6088889,0,,0,25405204.976666667,0,,0,239234134.42,281764014.8666667,143033223.09777778,0,
2019,08,13,04,30,00,167458578.73222223,115083148.80222222,118445630.52666667,98170223.39777778,0,,0,,0,33488401.672222223,0,,0,,0,,0,97687875.06,262740075.02444443,72614575.43888889,0,
2019,08,13,05,00,00,170037240.7477778,269141876.92444444,106487165.2488889,218576865.87333333,0,,0,,0,189417121.06666666,0,,0,,0,,0,205288873.32222223,271813457.06222224,187235901.89444444,0,
2019,08,13,05,30,00,257192879.84,263003684.23777777,170314539.30444443,256017582.54666665,0,,0,,0,222371166.78666666,0,,0,1456378.1733333333,0,,0,239229762.72666666,226151342.22666666,223783566.08,0,
2019,08,13,06,00,00,273731069.54,243426467.61555555,42870375.241111115,245856429.10222223,0,,0,,0,42501483.258888885,0,,0,,0,,0,188334009.71444446,254240504.40888888,225666369.84888887,0,
2019,08,13,06,30,00,239305934.69777778,277780238.52444446,55685782.15,284254566.22,0,,0,,0,62147440.68,0,,0,2406373.6822222224,0,,0,46376323.27555556,273459017.31777775,74246886.03888889,0,
2019,08,13,07,00,00,252626985.17555556,294192603.01555556,54072406.857777774,275736505.7222222,0,,0,,0,39444691.067777775,0,,0,17617952.437777776,0,,0,27240970.928888887,283610992.4533333,50829198.9,0,
2019,08,13,07,30,00,291345089.06,299070304.89111114,105178606.57222222,265936682.16444445,0,,0,,0,46036986.4,0,,0,,0,,0,61322110.49888889,264426849.77555555,87113547.05666667,0,
