"Time";"tpsrv010.cern.ch";"tpsrv011.cern.ch";"tpsrv012.cern.ch";"tpsrv013.cern.ch";"tpsrv103.cern.ch";"tpsrv104.cern.ch";"tpsrv108.cern.ch";"tpsrv109.cern.ch";"tpsrv112.cern.ch";"tpsrv113.cern.ch";"tpsrv114.cern.ch";"tpsrv115.cern.ch";"tpsrv116.cern.ch";"tpsrv117.cern.ch";"tpsrv118.cern.ch";"tpsrv119.cern.ch";"tpsrv210.cern.ch";"tpsrv211.cern.ch";"tpsrv213.cern.ch";"tpsrv221.cern.ch";"tpsrv222.cern.ch";"tpsrv223.cern.ch";"tpsrv224.cern.ch";"tpsrv410.cern.ch"
"2019-08-12T00:30:00";261322145.20333335;237176561.44666666;186155100.79222223;51104132.93444444;;;;;;216622408.56111112;;;;;;;;;;34253576.704444446;97840500.46444444;267904245.41333333;;
"2019-08-12T01:00:00";70139314.86333333;290892737.55333334;29243132.667777777;48418018.59222222;;;;;;292448441.2911111;;;;;;;2913294.4133333336;;;99335181.49777777;72962212.84555556;149120156.83333334;;
"2019-08-12T01:30:00";40685480.35555556;276207345.5466667;47285538.99888889;48400542.86;;;;;;287021976.98;;;;;;;;;;73353978.77333333;61393764.61111111;76503834.79555556;;
"2019-08-12T02:00:00";59004868.31555556;275847767.01111114;50782302.92555556;76051627.23777778;;;;;;288348008.0933333;;;;;;;;;;209066134.58444443;38429740.61333334;32407035.89888889;;
"2019-08-12T02:30:00";117182074.77666667;285578850.53333336;265913959.68444446;62152974.72444444;;;;;;274941902.3088889;;;;;;;;;;285290343.23333335;277466096.3744444;277086418.4033333;;
"2019-08-12T03:00:00";46380838.32111111;262769638.4977778;269972012.4311111;32727416.05666667;;;;;;256708341.3888889;;;;;;;;;;175693668.37888888;308215043.3244445;262567497.95555556;;
"2019-08-12T03:30:00";31262613.55111111;275395853.84;274352361.43777776;49839298.17222222;;;;;;130907712.83222222;;;;;;;;;;98840449.90444444;297938111.54444444;274675247.36;;
"2019-08-12T04:00:00";225573451.32;296549160.7866667;297247060.71555555;221313983.09111112;;;;;;99189253.52;;;;;;;;;;67258164.13777778;285363890.3111111;275520091.96666664;;
"2019-08-12T04:30:00";163869770.87444445;282244908.53333336;271804571.8877778;277642607.55333334;;;;;;217461862.01;;;;;;;;;;217075925.2011111;278693389.24;263116843.5111111;;
"2019-08-12T05:00:00";204856772.53666666;126131955.54222222;194107967.81444445;260627164.13555557;;;;;;286889298.6888889;;;;;;;1456792.8422222221;;;221239127.89555556;183741173.72666666;283812997.5977778;;
"2019-08-12T05:30:00";237861066.5711111;34912521.09555556;295144198.2644445;269496503.24777776;;;;;;275582271.9022222;;;;;;;;;;253418529.62666667;61968596.822222225;275819662.9022222;;
"2019-08-12T06:00:00";219035778.7911111;167468046.45777777;278749313.1511111;45491113.48444445;;;;;;282845374.94;;;;;;;;;;195100635.34444445;59517076.39333333;251525094.01555556;;
"2019-08-12T06:30:00";195349972.34;73169893.14222223;268494809.1622222;54228676.43666667;;;;;;86779309.51444444;;;;;;;1352809.0555555555;;;70250000.86444445;61523092.10888889;181966293.38222224;;
"2019-08-12T07:00:00";94452630.17888889;45294513.66444445;270882247.26222223;106157287.14888889;;;;;;32006968.223333333;;;;;;;;;;60110260.16555556;153273600.43666667;133340008.41555555;;
"2019-08-12T07:30:00";101032298.41888888;42083502.4;277255502.76666665;64055587.72888889;;;;;;145583486.90444446;;;3903967.2355555557;;;;;;;161453203.3188889;213574646.39;26960764.138888888;;
"2019-08-12T08:00:00";118182755.77777778;79520821.7211111;191115546.44444445;174247897.98;;;;;;267710112.53111112;;;9302032.717777777;;;5912021.484444444;1456792.8422222221;;;266453552.48666668;175566818.7;33643937.82;;
"2019-08-12T08:30:00";45843142.145555556;50392522.94555555;54539030.54333334;68823017.8911111;;;;;;241373554.2388889;;;;;;;;;;268215478.8911111;54224308.26;42525512.112222224;;
"2019-08-12T09:00:00";126132830.53777778;50839393.04777778;25793477.26777778;177632543.06;;;;;;22135200.86222222;;;;;0.24333333333333335;;;;;282246656.4711111;74299606.76222222;93344806.32;;
"2019-08-12T09:30:00";51770142.05;144278427.4788889;49813665.77333333;104102635.51333334;;;;;;95091588.48777778;;;;;0.01;;;;;281014706.9355556;48810075.905555554;34318094.707777776;;
"2019-08-12T10:00:00";80096134.32111111;77742774.8611111;49068729.02888889;128180642.05111112;;;;;;52928714.193333335;;;;;;14017202.722222222;1456501.5711111112;;;266881868.21333334;73181544.29333334;81399884.55111112;;
"2019-08-12T10:30:00";75802856.79888889;57598007.594444446;82619892.43777777;71802207.68222222;;;;;;58451443.115555555;;;;;;;;;;115853422.21444444;85862228.33777778;44230787.31111111;;
"2019-08-12T11:00:00";50103341.53666667;61670185.28666667;133283207.77111112;130125053.31222223;;;;;;39369541.65111111;;;;;;;;;;42885093.74555556;93473405.09555556;54057114.95333333;;
"2019-08-12T11:30:00";68180049.66555555;70559335.78888889;121603201.35555555;37288377.56111111;;;;;;77206827.63777778;;;;;;;;;;79436837.00666666;100971423.34333333;51664431.545555554;;
"2019-08-12T12:00:00";99345332.10444444;184653599.2088889;287236643.3666667;180039355.9;;;;;;73789436.38777778;;;5906050.335555555;;;3941541.782222222;;;;84613528.79222222;63546147.045555554;67361131.64222223;;
"2019-08-12T12:30:00";78275372.80444445;232186431.9311111;263613025.58888888;286030331.05777776;;;;;;41986362.491111115;;;;;;1469631.78;1456792.8422222221;;;27930129.17777778;66281807.185555555;58733399.81333333;;
"2019-08-12T13:00:00";41697126.11777778;225509375.31111112;268548108.0377778;296931032.28444445;;;;;;48713081.12555555;;;;;;299722.9422222222;;;;81919958.87333333;78695100.13;96046391.95111111;;
"2019-08-12T13:30:00";82164876.71666667;193242880.4611111;268458102.4688889;292216149.74666667;;;;;;49897699.28777778;;;;;;;;;;63019958.983333334;80897289.08666667;111695462.73333333;;
"2019-08-12T14:00:00";79654854.04777777;131724012.55666667;286300773.8688889;171225066.62888888;;;;;;58780002.78555556;;;5668951.738888889;;;14135751.405555556;37720.58;;;90433944.27777778;31020127.383333333;292515287.46666664;;
"2019-08-12T14:30:00";125666059.98888889;97783554.93777777;277881744.6422222;103083171.06111111;;;;;;65016795.80555555;;;14590723.905555556;;;51152367.35555556;;;;65771491.52;80078950.90222222;275829130.0688889;;
"2019-08-12T15:00:00";59961125.40888889;132029848.94444445;284433116.14444447;82164338.59666666;;;;;;87364773.10777777;;;7282327.3255555555;;;23200249.021111112;37720.58;;;77016042.45111111;151696633.85777777;257942620.98666668;;
"2019-08-12T15:30:00";86704887.50666666;73289126.27111112;279212873.9311111;125275460.08666667;;;;;;148677416.06;;;31149597.014444444;;;22976257.793333333;1456792.8422222221;;;71967798.43222222;72504327.15555556;77197216.1411111;;
"2019-08-12T16:00:00";78448678.75555556;153425795.14444444;264198051.68888888;91031910.30333333;;;;;;81568097.19;;;4905664.266666667;;;5826095.133333334;;;;111617983.88333334;47838090.39333333;99183572.53;;
"2019-08-12T16:30:00";33976864.38666666;19246765.021111112;54947981.05888889;27927630.757777777;;;;;;11652044.295555556;;;;;;;;;;22645368.63;20791982.98111111;27982266.307777777;;
"2019-08-12T17:00:00";;;;;;;;;;;;;;;;;;;;11549515.362222223;;;;
"2019-08-12T17:30:00";;;;;;;;;;;;;;;;;;;;69473605.29222222;;;;
"2019-08-12T18:00:00";;10276641.00111111;43039413.991111115;58350923.06222222;;;;;;66564491.392222226;;;;;;7974252.9244444445;0;;;7744436.725555556;28780362.635555554;64221032.11;;
"2019-08-12T18:30:00";;136876385.1577778;50138003.42888889;0;;;;;;133145874.76;;;;;;584299.16;;;;;56846808.35222222;118889970.26666667;;
"2019-08-12T19:00:00";;114428940.14444445;100266827.33444445;0;;;;;;117551271.55222222;;;;;;284576.61333333334;;;;;94908955.87777779;115313980.99222222;;
"2019-08-12T19:30:00";;164901613.50333333;157296993.28;0;;;;;;78208670.64;;;;;;;0;;;;122333139.97888888;76297174.91777778;;
"2019-08-12T20:00:00";;133953289.56333333;159052802.36;0;;;;;;25651770.928888887;;;;;;;1456501.5711111112;;;;101889086.88777778;123059871.94222222;;
"2019-08-12T20:30:00";;67367536.75888889;42432596.01111111;14191531.576666666;;;;;;97856229.61888888;;;;;;2913193.26;1456792.8422222221;;;;47389234.30444445;81301579.44666667;;
"2019-08-12T21:00:00";;104661885.1388889;6172131.245555555;134135627.70666666;;;;;;56817679.884444445;;;;;;11357856.196666667;;;;;88103010.16;35485672.578888886;;
"2019-08-12T21:30:00";;103714949.74;29187980.414444443;3133106.731111111;;;;;;87013056.24;;;;;;25585650.658888888;;;;;33286397.39111111;37157012.642222226;;
"2019-08-12T22:00:00";;55936571.33888889;5400978.4211111115;58025432.32;;;;;;60466490.027777776;;;;;;29318493.05111111;;;;;50313495.27555556;62855825.28;;
"2019-08-12T22:30:00";;16392409.462222222;148380315.23666668;260380022.9422222;;;;;;45852027.733333334;;;;;;13326733.56;;;;;66859989.64111111;37043123.9;;
"2019-08-12T23:00:00";;15988701.653333334;259099861.47111112;266007026.4911111;;;;;;56048275.03666667;;;;;;23062330.33777778;;;;;62334003.24222222;71475979.32333334;;
"2019-08-12T23:30:00";;126413.98666666666;227136005.21555555;284255005.5511111;;;;;;35583105.13888889;;;;;;;;;;;106664115.26777777;137689771.85222223;;
"2019-08-13T00:00:00";;104968407.86333333;140101392.35777777;261483517.11333334;;;;;;7401023.19;;;;;;9391745.58888889;;;;;267108334.24666667;249980016.00444445;;
"2019-08-13T00:30:00";230687.33444444445;202088479.91555557;231200314.69777778;240731586.17555556;;;;;;104962187.69666667;;;;;;;;;;;186414795.00666666;93479083.87222221;;1738770.4944444445
"2019-08-13T01:00:00";34462840.43666667;78875690.23777778;278070204.1933333;275812674.9911111;;;;;;28660939.25222222;;;;;;607018.6533333333;;;;;99108860.15555556;114021733.98333333;;48014018.75777778
"2019-08-13T01:30:00";221296658.01666668;214356112.0711111;301257486.9222222;191111619.31333333;;;;;;43578620.72111111;;;;;;1456378.1733333333;;;;120265958.60333334;265465103.7688889;57546597.895555556;;
"2019-08-13T02:00:00";278562896.08444446;201879759.24444443;293144590.29555553;227934825.23555556;;;;;;227819330.77;;;;;;;;;;230584707.5088889;258565222.34444445;159201641.21333334;;
"2019-08-13T02:30:00";265190581.25111112;278366722.8511111;240078399.32;267523408.1711111;;;;;;239147914.7222222;;;;;;83887.75555555556;;;;94847207.07555556;180045470.45222223;106290847.40111111;;
"2019-08-13T03:00:00";252532615.4511111;268341596.94;280133455.58666664;175404580.75444445;;;;;;237282294.22;;;;;;6697737.143333334;;;;195378222.11777776;186064098.91222224;246575744.42777777;;
"2019-08-13T03:30:00";261761097.74;257073017.3888889;148532657.57555556;117038913.38777778;;;;;;133748523.78333333;;;;;;14424260.026666667;;;;242205294.70666668;285618170.74222225;243460989.03111112;;
"2019-08-13T04:00:00";92290396.64888889;249056239.42;55362612.29111111;115813943.01111111;;;;;;109049806.6088889;;;;;;25405204.976666667;;;;239234134.42;281764014.8666667;143033223.09777778;;
"2019-08-13T04:30:00";167458578.73222223;115083148.80222222;118445630.52666667;98170223.39777778;;;;;;33488401.672222223;;;;;;;;;;97687875.06;262740075.02444443;72614575.43888889;;
"2019-08-13T05:00:00";170037240.7477778;269141876.92444444;106487165.2488889;218576865.87333333;;;;;;189417121.06666666;;;;;;;;;;205288873.32222223;271813457.06222224;187235901.89444444;;
"2019-08-13T05:30:00";257192879.84;263003684.23777777;170314539.30444443;256017582.54666665;;;;;;222371166.78666666;;;;;;1456378.1733333333;;;;239229762.72666666;226151342.22666666;223783566.08;;
"2019-08-13T06:00:00";273731069.54;243426467.61555555;42870375.241111115;245856429.10222223;;;;;;42501483.258888885;;;;;;;;;;188334009.71444446;254240504.40888888;225666369.84888887;;
"2019-08-13T06:30:00";239305934.69777778;277780238.52444446;55685782.15;284254566.22;;;;;;62147440.68;;;;;;2406373.6822222224;;;;46376323.27555556;273459017.31777775;74246886.03888889;;
"2019-08-13T07:00:00";252626985.17555556;294192603.01555556;54072406.857777774;275736505.7222222;;;;;;39444691.067777775;;;;;;17617952.437777776;;;;27240970.928888887;283610992.4533333;50829198.9;;
"2019-08-13T07:30:00";291345089.06;299070304.89111114;105178606.57222222;265936682.16444445;;;;;;46036986.4;;;;;;;;;;61322110.49888889;264426849.77555555;87113547.05666667;;
"2019-08-13T08:00:00";179628661.07444444;285279714.6622222;51362378.23555555;261900619.72666666;;;;;;69443458.60777777;;;;;;;;;;89116067.43666667;254400415.4;41272299.72444444;;
"2019-08-13T08:30:00";88450357.10333334;267917648.92444444;68032934.24222222;280941310.75777775;;;;;;91149317.79222222;;;;;;;1456501.5711111112;;;42506873.005555555;73003719.85555555;61920972.90888889;;
"2019-08-13T09:00:00";70781140.74333334;289445393.01555556;65664301.45333333;116695793.10222222;;;;;;258340068.18888888;;;;;;;;;;268538068.27555555;251492181.1577778;290601750.7133333;;
"2019-08-13T09:30:00";48334859.53222222;281376911.9288889;84321961.45222223;111210341.76222222;;;;;;269151930.3711111;;;;;;;;;0.25333333333333335;207191054.3211111;261536524.71333334;279416039.48444444;;
"2019-08-13T10:00:00";51077665.655555554;304132524;151048402.43333334;95587629.01555556;;;;;;235677223.96888888;;;;;;10196102.924444444;;;;83795771.81444444;261472879.01333332;274091818.2977778;;
"2019-08-13T10:30:00";63181302.44444445;270009003.8577778;261978540.34666666;222980662.30888888;;;;;;252650000.92222223;;;;;;;;;;232455714.58666667;246123825.18222222;219373801.65555555;;
"2019-08-13T11:00:00";86853437.77333333;126927575.29111111;219606966.88444445;101335370.25888889;;;;;;110659832.31444444;;;;;;;;;;64187681.91444445;221390154.41333333;238429633.04222223;;
"2019-08-13T11:30:00";96939585.31333333;100841515.21555555;225336359.90666667;67647889.13444445;;;0.25333333333333335;;;89778282.93;;;;;;;;;;78351248.73444444;81358234.73777778;256637711.0488889;;
"2019-08-13T12:00:00";195129909.81777778;227782782.58666667;188913795.0577778;276061712.55333334;;;;;;75970797.88555555;;;;;;;;;;79368242.08111112;123920592.40888889;252220219.14666668;;
"2019-08-13T12:30:00";259814361.8311111;230383581.1688889;279581487.1288889;287819633.95111114;;;;;;146615621.9677778;;;;;;;;;;202050617.71888888;66260835.57;284328988.6888889;;
"2019-08-13T13:00:00";279270259.4822222;129863054.45666666;258398320.1711111;48542808.39333333;;;;;;257892376.66444445;;;;;;;;;;232886948.9311111;30556560.59888889;212589553.35555556;;
"2019-08-13T13:30:00";269447863.20666665;121712869.89444445;255173025.37555555;212790534.88;;;;;;251907827.1088889;;;;;;;;;;214056854.39333335;132976204.67777778;244688853.74;;
"2019-08-13T14:00:00";186885060.16444445;237376669.34888887;220728082.6577778;220941884.17777777;;;;0.25333333333333335;;172426138.17333335;;;;;;;;;;162640742.25333333;184552959.45222223;117447720.26888889;;
"2019-08-13T14:30:00";181765601;196340449.66666666;236213312.64666668;175174905.73333332;;;;;;193003159.71444446;;;;;;;;;;171615953.33555555;164776949.9611111;190153609.38;;
"2019-08-13T15:00:00";246842981.68444446;195457155.83333334;111513995.94222222;221454231.19555557;;;;;;194948002.85;;;;;;;;;;151246903.86222222;204316744.41111112;196541574.3;;
"2019-08-13T15:30:00";149849365.31111112;183894682.80222222;113920952.46;205986481.15333334;;;;;;231741212.40888888;;;;;;;;;;221800851.9511111;172477696.6488889;151771201;;
"2019-08-13T16:00:00";193340310.16444445;237256516.0488889;150125203.08888888;110161023.68888889;;;;;;218975037.74;;;;;;;;;;198448555.36222222;198310643.64;171930388.17333335;;
"2019-08-13T16:30:00";76804431.8;252782966.08;112098009.05777778;51137221.73777778;;;;;;280150200.0911111;;;;;;18475321.865555555;;;;197545746.92;234157641.6711111;239834306.42222223;;
"2019-08-13T17:00:00";54703164.29111111;263009653.39555556;228837777.6088889;59629362.40888889;;;;;;263389910.7888889;;;;;;36970014.064444445;;;;253486977.81777778;197471330.83;85704792.74444444;;
"2019-08-13T17:30:00";66576724.13555556;183559857.99555555;262511133.00666666;68726774.53777778;;;;;;218372971.4511111;;;;;;44471379.653333336;;;;266132708.76444444;113715166.78666666;72374563.3888889;;
"2019-08-13T18:00:00";142251877.7311111;63060444.66444445;258016167.78;56806757.77555556;;;;;;90107569.87555556;;;;;;41081660.527777776;;;;267064936.74888888;133586867.82111111;73793951.44666667;;
"2019-08-13T18:30:00";266801330.66444445;67226267.80222222;273435132.29555553;68103880.90888889;;;;;;153345399.82;;;;;;40592752.718888886;;;;263202478.66666666;152678673.45555556;74583598.34;;
"2019-08-13T19:00:00";245779968.41555557;92922166.46333334;75219744.26444444;41625327.38666666;;;;;;87718820.16111112;;;;;;35463534.99;;;;127416627.92666666;118169647.2811111;65520851.1;;
"2019-08-13T19:30:00";256150109.5111111;99057742.60666667;122884959.89555556;117732006.14444445;;;;;;125195795.76444444;;;;;;46448848.79;;;;64427546.76888889;96241108.26888889;174581287.22666666;;
"2019-08-13T20:00:00";192547311.86444443;173933052.8988889;232299298.33333334;203584763.5511111;;;;;;141663937.69666666;;;;;;20727173.094444446;;;;85812128.32444444;234733052.22333333;213852373.7711111;;
"2019-08-13T20:30:00";265110329.14666668;94207274.43666667;296231673.4177778;262060964.07555556;;;;;;222557150.49555555;;;;;;;;;;229575870.32444444;175661336.16444445;239138156.28;;
"2019-08-13T21:00:00";262005916.40888888;105422260.65666667;296623585.8155556;242976585.69333333;;;;;;184632627.68444446;;;;;;;;;;225461310.57777777;141868412.29333332;199144993.62;;
"2019-08-13T21:30:00";165680776.52;173772123.05333334;282622986.48;263776867.80444443;;;;;;173172095.12444445;;;;;;;;;;134276026.96444446;269697045.60444444;191566292.9488889;;
"2019-08-13T22:00:00";188591640.48444444;157984109.53333333;236206907.4288889;250706166.24888888;;;;;;177184273.11888888;;;;;;;;;;185544172.54444444;188377699.18888888;148667223.5488889;;
"2019-08-13T22:30:00";178553408.62666667;236395649.97555557;194032820.78444445;250460766.02444443;;0.05444444444444444;;;;144780583.01222223;;;;;;;;;;208680775.20666668;210837669.8422222;94300045.15333334;;
"2019-08-13T23:00:00";93233245.96444444;103629020.02;92332188.73111111;86987425.36444445;;121510867.60222222;;;;109624490.27555555;;;;;;;;;;80195897.31888889;82595133.34888889;85994320.93111111;82283614.38555555;
"2019-08-13T23:30:00";110634196.98888889;94270187.79555556;119162603.88444445;126655959.96444444;;105976701.82;;;;99040408.13777778;;;;;;;;;;107839409.7788889;122177013.4711111;112068877.69333333;123650143.29111111;
"2019-08-14T00:00:00";137351600.18222222;233086467.14;211420081.2888889;189609360.29333332;;160465486.76444444;;;;239752018.94444445;;;;;;;;;;192654066.81444445;190852230.52888888;129458760.68333334;151145541.04444444;
"2019-08-14T00:30:00";162286104.77666667;172370502.40888888;165554216.64222223;102994330.4211111;104769948.17888889;162428538.37111112;;;;239706726.16444445;;;;;;;;;;115519181.58111112;115193827.66444445;159198291.10777777;187384304.33333334;
"2019-08-14T01:00:00";143021715.63222224;117105031.79555556;135083878.21555555;135178394.81666666;106714503.26;124195117.86444445;;;;122867483.0288889;;;;;;;;;;92642395.67666666;109957565.01111111;107719403.4688889;133551766.51777777;
"2019-08-14T01:30:00";159930995.26666668;200220528.4977778;192339776.4977778;33555097.34111111;247641514.18888888;261163109.16666666;;;;37045452.75;;;;;;;;;;89262580.69666667;42469004.851111114;63410848.81111111;197760126.72444445;
"2019-08-14T02:00:00";121466010.97777778;71009501.68444444;140130662.13777778;197612596.47777778;155051546.30666667;169762130.37777779;;;;114355828.69222222;;;;;;11267414.692222223;;;;94414226.19777778;34896420.83444444;121129005.44444445;151957762.99333334;
"2019-08-14T02:30:00";146005543.7911111;89565795.8888889;95538985.40555556;151397640.52666667;148293806.64222223;133109610.22444445;;;;78584998.45666666;;;;;;16473383.743333334;;;;136837790.27555555;27080768.714444444;161341787.99333334;184090126.56666666;
"2019-08-14T03:00:00";172214232.6;27894715.913333334;140573111.23;41309873.906666666;134027709.92222223;170774457.43333334;;;;28705504.13;;;;;;4370299.511111111;;;;99116869.47333333;73422872.84777778;118516699.62888889;183163870.3;
"2019-08-14T03:30:00";56035312.475555554;38929569.76111111;132741581.71111111;72993669.91555555;190252350.94;109903535.78222223;;;;32104691.133333333;;;;;;;;;;34879382.40888889;48415543.61333334;131466378.04;164123182.5088889;
"2019-08-14T04:00:00";74996335.29222222;43563909.814444445;144113564.65333334;61596055.22333334;100441299.77111112;82101275.92888889;;;;78398288.30666667;;;;;;9593600.117777778;;;;48722983.32777778;23364383.31111111;105274580.13333334;124736308.13111112;
"2019-08-14T04:30:00";61179967.36111111;64213895.37555555;113092275.53666666;52793123.82666667;121371638.55111112;73420825.75333333;;;;30043479.876666665;;;;;;;;;;59137836.05444445;54341253.46666667;66099467.03555556;102978163.65333334;
"2019-08-14T05:00:00";66708960.43444444;93337524.86777778;68207284.97;63936893.16555556;98240129.68666667;114074164.71333334;;;;39251283.553333335;;;;;;6629578.815555556;;;;39325122.98222222;23957129.80888889;67557301.76;80263181.39333333;
"2019-08-14T05:30:00";30631855.21111111;11652626.947777778;61541587.85333333;85041121.68555556;94941724.44222222;88624103.28;;;;26891294.30111111;;;;;;;;;;40820384.80777778;20082581.72777778;36692717.65111111;80019530.38666667;
"2019-08-14T06:00:00";95200087.9211111;82527558.35333334;96156782.12888889;35057496.96666667;54749476.39333333;81030111.0788889;;;;67793818.26111111;;;;;;0.10111111111111111;;;;77051429.98555556;44289185.81555556;45969701.61777778;59092541.00111111;
"2019-08-14T06:30:00";58385322.80444445;58360564.666666664;107796595.50444445;30405679.55888889;158329561.12444445;79360521.39222223;;;;47752163.75;;;;;;15115165.765555555;;;;52099013.053333335;73038090.96333334;25624973.285555556;112979549.71222222;
"2019-08-14T07:00:00";68402583.28;65332684.846666664;32643550.324444443;79896175.04666667;25209178.123333335;52392474.31333333;;;;52338150.81222222;;;;;;37914182.314444445;;;;10750254.821111111;41466726.241111115;37258085.343333334;68405932.80666667;
"2019-08-14T07:30:00";56540966.27111111;58135264.73111111;79743110.59555556;84578284.81777778;58587616.05444445;45811103.13555556;;;;25992708.22;;;;;;62447161.991111115;;;;54667773.101111114;17697907.174444444;65053062.16222222;69634680.44444445;
"2019-08-14T08:00:00";68752696.46666667;68236265.64888889;56128084.593333334;57904718.564444445;157234802.80222222;129063646.83555555;;;;48335877.781111114;;;;;;59532367.79111111;;;;129189332.80666667;10532526.871111112;54167072.494444445;151634444.99333334;
"2019-08-14T08:30:00";59999574.25777778;64747220.83777778;55078182.54333334;78436882.66444445;150250304.26444444;179735119.81333333;;;;27905079.035555556;;;;;;64636972.18666667;;;;145960401.0111111;50594721.48111111;49099020.65;146209000.00444445;
"2019-08-14T09:00:00";92663657.83333333;71624819.82444444;299574789.7033333;65213553.85555556;156820754.31555554;146632375.42444444;;;;83595229.21777777;;;;;;49267668.73111111;;;;168591641.12222221;127889658.69666667;74364997.1111111;142704371.24;
"2019-08-14T09:30:00";38650091.607777774;56716023.87555555;132056209.90222222;50008820.072222225;184437034.9;71497243.83333333;;;;50944834.56666667;;;;;;47638273.384444445;;;0.25333333333333335;60865535.72444444;94193002.00777778;169391921.9911111;156038095.76;
"2019-08-14T10:00:00";78663350.15888889;59371875.08111111;145904329.75555557;49843521.12222222;173799212.9911111;65998395.12888889;;;;27721720.10888889;;;;;;42900675.17222222;;;;47142377.88555556;175624053.63555557;175849500.0622222;106274530.53777778;
"2019-08-14T10:30:00";251755927.33333334;148796985.91444445;278205793.1066667;135659436.05;301727462.3066667;68605166.56666666;;;;50683122.626666665;;;;;;13262070.834444445;;;;74605882.66555555;227230376.07777777;169690476.16444445;107627361.27777778;
"2019-08-14T11:00:00";224856912.66222224;77127744.82222222;289168094.42;189640675.94;290345868.26666665;93685310.14666666;;;;;;;;;;45837317.36666667;;;;73822057.54666667;131458512.8888889;59946852.76444445;90085140.4711111;
"2019-08-14T11:30:00";65937665.171111114;77638205.09111111;279752464.3155556;217625707.99555555;286148151.7355555;246696909.55333334;;;;72848761.34333333;;;;;0.25333333333333335;66258796.47111111;;;;67297485.10222222;57828551.42888889;30808222.347777776;74486895.70888889;
"2019-08-14T12:00:00";80416101.48666666;72514230.16;281808142.68666667;162493351.16444445;77119151.76666667;217298171.7311111;;;;231620042.20444444;;;;;;73002117.85333334;;;;78163812.25777778;120857391.81111111;;90575796.56222223;
"2019-08-14T12:30:00";154961498.2222222;183418732.39777777;148405802.94666666;87094614.2;69794591.15111111;240813870.66666666;;;;86068304.63777778;;;;;;69011496.82;;;;97851715.01333334;230869426.80444443;;81147058.63111112;
"2019-08-14T13:00:00";178570135.66222224;260104759.86222222;81280460.98666666;103257935.5311111;145292505.9888889;207010751.75555557;;;;50009838.71444444;;;;;;72347183.62888889;2238273.467777778;;;73917598.48888889;239116312.74666667;;119623692.09333333;
"2019-08-14T13:30:00";240981347.99555555;243135042.44;96527139.56666666;73892402.72666667;218630754.72666666;260398076.48;;;;;;;;;;71305875.22444445;674584.0388888889;;;76735980.76444444;231399257.46666667;97328147.21;143098176.36;
"2019-08-14T14:00:00";264130770.73333332;182192461.7711111;82295121.23333333;76966818.63333334;145566883.4377778;282582064.3977778;;;;;;0.25333333333333335;;;;44103499.053333335;;;;55415769.51111111;77373435.89555556;207048177.39333335;134051447.0311111;
"2019-08-14T14:30:00";189451923.15333334;178364374.5688889;235996459.6711111;91055967.87111111;265016831.54222223;285269809.58666664;;;;;;;;;;81440517.61555555;;;;143739566.63555557;124473141.85333334;257894562.9377778;139687921.30222222;
"2019-08-14T15:00:00";79230462.91555555;250775641.20444444;281494147.4955556;73621225.4688889;237244428.79333332;273740392.3488889;;;;;;;;;;67861539.64666666;;;;195904846.04666665;244664242.09333333;258449877.5088889;99493779.82;
"2019-08-14T15:30:00";68684100.96222222;250903508.66222224;270263722.9088889;64061994.524444446;291563254.7355555;277954859.3577778;;;;;;;;;;75998906.83333333;;;;242551908.2088889;117299168.1711111;252694562.81111112;63515271.586666666;
"2019-08-14T16:00:00";103308035.54444444;221356363.25777778;274033119.30444443;48700556.666666664;291771375.6711111;277791453.6288889;;;;;;;;;;78629853.9688889;;;;236061557.79777777;125354542.20444444;258889705.02;78736897.90888889;
"2019-08-14T16:30:00";258604111.18666667;194803824.16222224;279848875.81333333;207165561.96;279179671.64666665;262354285.38666666;;;;;;;;;;86862030.95333333;;;;245965076.59111112;126663533.27111112;168063994.96444446;108171170.32222222;
"2019-08-14T17:00:00";246392819.0111111;225825258.21555555;221588363.7;244157272.3422222;287634966.95555556;268046976.5511111;;;;;;;;;;78965257.94444445;;;;235471580.58222222;112033927.92888889;248016676.67777777;118576118.56222223;
"2019-08-14T17:30:00";242375394.65333334;248543594.72666666;293579462.2822222;253407605.75111112;284328113.5822222;279289340.5911111;;;;;;;;;;67690998.52;;;;240361516.99555555;118204893.27111112;241802601.38444445;82681788.96444444;
"2019-08-14T18:00:00";235302205.09555554;245470782.68444446;292487762.0688889;228063715.86888888;267164845.68666667;197236268.34888887;;;;11535679.59;;;;;;92564918.18444444;;;;235393664.37111112;121274352.08888888;239764404.12888888;50871579.01;
"2019-08-14T18:30:00";180564958.8;232186135.47333333;257009811.16222224;223985416.31111112;288448644.6511111;191019136.79555556;;;;173333753.7688889;;;;;;76393880.89555556;;;;209598006.4511111;111085385.81111111;171464492.1488889;;
"2019-08-14T19:00:00";268892689.86444443;258786736.12444445;272300762.91555554;238918535.93333334;276988114.3666667;268900847.7133333;;;;222237036.35333332;;;;;;59965058.05555555;;;;157963283.76777777;116611180.20666666;199014940.50666666;;
"2019-08-14T19:30:00";263684244.02666667;283454428.5711111;268279849.93555555;233343667.29555556;272886666.3977778;277246480.33555555;;;;244674433.04;;;;;;75334943.49333334;;;;252268862.4077778;124357800.80888888;235949270.3288889;;
